text,domain
"Designing a serverless data lake architecture that AWS Parquet ETL pipelines on process CSV, JSON, and automated arriving S3 buckets.",Cloud Computing|Data Analytics|Database Systems
Developing an AI-powered document summarizer using extractive and abstractive summarization techniques to condense long documents into key points.,Natural Language Processing|Deep Learning
"Creating ensures contracts voting system smart Ethereum using decentralized that a transparency, immutability, and voter privacy for university student elections.",Blockchain|Cybersecurity
Creating an AI-based trading assistant that uses time-series forecasting technical signals. analysis sentiment and analysis from news for trade indicator,Finance|Machine Learning|Natural Language Processing|Data Analytics
a decentralized file storage system on IPFS with encryption access lists control verification. versioning and blockchain-based ownership file,Blockchain|Cybersecurity|Cloud Computing
Designing cameras. augmented reality application that helps interior designers visualize furniture placement in smartphone an using real rooms,Human-Computer Interaction|Mobile Development|Computer Vision
"Building a drone accounts and planning system that delivery constraints no-fly zones, weather conditions, path battery for using A-star algorithm with 3D maps.",Geospatial Systems|Robotics|Automation
zero-trust network architecture implementation with authentication and micro-segmentation for a university network.,Cybersecurity|Networking
Developing a neural machine translation system for Sinhala-to-English translation using encoder-decoder architecture with attention mechanism.,Deep Learning|Natural Language Processing
Creating a serverless event-driven architecture on AWS Lambda for processing and analyzing IoT sensor data from thousands of smart city devices.,Cloud Computing|IoT|Data Analytics
Developing a health data tracker with wearable device integration that heart rate steps sleep quality and provides health,IoT|Healthcare|Mobile Development|Data Analytics
Creating a mental health screening chatbot that uses validated psychological questionnaires and NLP to perform preliminary assessments and recommend professional help.,Healthcare|Natural Language Processing
